row_ID,sample_ID,collection_datetime_UTC,variable,value,units,censor_code
14137,733,5/4/2009 10:30,Precip,0.24,in,
14141,733,5/4/2009 10:30,BktVol,965,mL,
14142,733,5/4/2009 10:30,Ca,0.149,mg/L,
14144,733,5/4/2009 10:30,SpCond,16,us/cm,
14146,733,5/4/2009 10:30,K,0.035,mg/L,
14147,733,5/4/2009 10:30,Mg,0.052,mg/L,
14148,733,5/4/2009 10:30,Na,0.072,mg/L,
14149,733,5/4/2009 10:30,Duration,4.993055556,days,
14129,733,5/4/2009 10:30,PO4,7.748215879,ug P/L,
14130,733,5/4/2009 10:30,TSP,10.58439944,ug P/L,
14153,734,5/7/2009 10:30,TN,0.248603323,mg N/L,
14159,734,5/7/2009 10:30,NO3,0.111,mg N/L,
14160,734,5/7/2009 10:30,NO2,0.025,mg N/L,
14161,734,5/7/2009 10:30,NH4,0.067133221,mg N/L,
14154,734,5/7/2009 10:30,SO4,0.107,mg S/L,
14155,734,5/7/2009 10:30,SiO2,0.05,mg Si/L,
14156,734,5/7/2009 10:30,pH as H+,1.60341984,mol/L,
14157,734,5/7/2009 10:30,pH,4.97,standard units,
14158,734,5/7/2009 10:30,Precip,0.66,in,
14162,734,5/7/2009 10:30,BktVol,1120,mL,
14163,734,5/7/2009 10:30,Ca,0.025,mg/L,
14165,734,5/7/2009 10:30,SpCond,7,us/cm,
14167,734,5/7/2009 10:30,K,0.018,mg/L,
14168,734,5/7/2009 10:30,Mg,0.005,mg/L,
14169,734,5/7/2009 10:30,Na,0.025,mg/L,
14170,734,5/7/2009 10:30,Duration,3,days,
14150,734,5/7/2009 10:30,PO4,3.772196501,ug P/L,
14151,734,5/7/2009 10:30,TSP,4.859636401,ug P/L,
14171,735,5/12/2009 10:40,NO3,0.167,mg N/L,
14174,735,5/12/2009 10:40,TN,0.819095203,mg N/L,
14180,735,5/12/2009 10:40,NO2,0.025,mg N/L,
14191,735,5/12/2009 10:40,NH4,0.451370667,mg N/L,
14175,735,5/12/2009 10:40,SO4,0.599,mg S/L,
14176,735,5/12/2009 10:40,SiO2,0.05,mg Si/L,
14177,735,5/12/2009 10:40,pH,4.84,standard units,
14178,735,5/12/2009 10:40,Precip,0.36,in,
14181,735,5/12/2009 10:40,pH as H+,1.576914721,mol/L,
14182,735,5/12/2009 10:40,Na,0.091,mg/L,
14183,735,5/12/2009 10:40,BktVol,640,mL,
14184,735,5/12/2009 10:40,Ca,0.166,mg/L,
14186,735,5/12/2009 10:40,SpCond,13,us/cm,
14188,735,5/12/2009 10:40,Duration,5.006944444,days,
14189,735,5/12/2009 10:40,K,0.074,mg/L,
14190,735,5/12/2009 10:40,Mg,0.034,mg/L,
14172,735,5/12/2009 10:40,TSP,1.460558347,ug P/L,
14179,735,5/12/2009 10:40,PO4,2.581169833,ug P/L,
14195,736,5/18/2009 10:40,TN,0.374709302,mg N/L,
14201,736,5/18/2009 10:40,NO3,0.146,mg N/L,
14202,736,5/18/2009 10:40,NO2,0.025,mg N/L,
14203,736,5/18/2009 10:40,NH4,0.149290012,mg N/L,
14196,736,5/18/2009 10:40,SO4,0.237,mg S/L,
14197,736,5/18/2009 10:40,SiO2,0.05,mg Si/L,
14198,736,5/18/2009 10:40,pH as H+,1.568615918,mol/L,
14199,736,5/18/2009 10:40,pH,4.8,standard units,
14200,736,5/18/2009 10:40,Precip,1.3,in,
14204,736,5/18/2009 10:40,BktVol,2100,mL,
14205,736,5/18/2009 10:40,Ca,0.059,mg/L,
14207,736,5/18/2009 10:40,SpCond,9,us/cm,
14209,736,5/18/2009 10:40,K,0.014,mg/L,
14210,736,5/18/2009 10:40,Mg,0.019,mg/L,
14211,736,5/18/2009 10:40,Na,0.072,mg/L,
14212,736,5/18/2009 10:40,Duration,6,days,
14192,736,5/18/2009 10:40,PO4,0.952433628,ug P/L,
14193,736,5/18/2009 10:40,TSP,2.057428791,ug P/L,
14216,737,6/1/2009 10:40,TN,0.317907956,mg N/L,
14222,737,6/1/2009 10:40,NO3,0.14,mg N/L,
14223,737,6/1/2009 10:40,NO2,0.025,mg N/L,
14224,737,6/1/2009 10:40,NH4,0.152861787,mg N/L,
14217,737,6/1/2009 10:40,SO4,0.177,mg S/L,
14218,737,6/1/2009 10:40,SiO2,0.05,mg Si/L,
14219,737,6/1/2009 10:40,pH as H+,1.60341984,mol/L,
14220,737,6/1/2009 10:40,pH,4.97,standard units,
14221,737,6/1/2009 10:40,Precip,1.33,in,
14225,737,6/1/2009 10:40,BktVol,2120,mL,
14226,737,6/1/2009 10:40,Ca,0.08,mg/L,
14228,737,6/1/2009 10:40,SpCond,7,us/cm,
14230,737,6/1/2009 10:40,K,0.005,mg/L,
14231,737,6/1/2009 10:40,Mg,0.019,mg/L,
14232,737,6/1/2009 10:40,Na,0.025,mg/L,
14233,737,6/1/2009 10:40,Duration,14,days,
14213,737,6/1/2009 10:40,PO4,0.5,ug P/L,
14214,737,6/1/2009 10:40,TSP,1.36241578,ug P/L,
14237,738,6/10/2009 10:20,TN,0.829352273,mg N/L,
14243,738,6/10/2009 10:20,NO3,0.195,mg N/L,
14244,738,6/10/2009 10:20,NO2,0.025,mg N/L,
14245,738,6/10/2009 10:20,NH4,0.425,mg N/L,
14238,738,6/10/2009 10:20,SO4,0.492,mg S/L,
14239,738,6/10/2009 10:20,SiO2,0.05,mg Si/L,
14240,738,6/10/2009 10:20,pH as H+,1.504077397,mol/L,
14241,738,6/10/2009 10:20,pH,4.5,standard units,
14242,738,6/10/2009 10:20,Precip,0.74,in,
14246,738,6/10/2009 10:20,BktVol,1230,mL,
14247,738,6/10/2009 10:20,Ca,0.172,mg/L,
14249,738,6/10/2009 10:20,SpCond,22,us/cm,
14251,738,6/10/2009 10:20,K,0.01,mg/L,
14252,738,6/10/2009 10:20,Mg,0.012,mg/L,
14253,738,6/10/2009 10:20,Na,0.025,mg/L,
14254,738,6/10/2009 10:20,Duration,8.986111111,days,
14234,738,6/10/2009 10:20,PO4,3.619791667,ug P/L,
14235,738,6/10/2009 10:20,TSP,3.13533043,ug P/L,
14255,739,6/15/2009 10:20,NO3,0.102,mg N/L,
14257,739,6/15/2009 10:20,TN,0.336879322,mg N/L,
14264,739,6/15/2009 10:20,NO2,0.025,mg N/L,
14271,739,6/15/2009 10:20,NH4,0.13304204,mg N/L,
14258,739,6/15/2009 10:20,SO4,0.137,mg S/L,
14259,739,6/15/2009 10:20,SiO2,0.05,mg Si/L,
14261,739,6/15/2009 10:20,pH,5.02,standard units,
14262,739,6/15/2009 10:20,Precip,1.29,in,
14265,739,6/15/2009 10:20,pH as H+,1.613429934,mol/L,
14266,739,6/15/2009 10:20,Na,0.025,mg/L,
14268,739,6/15/2009 10:20,BktVol,2180,mL,
14269,739,6/15/2009 10:20,Ca,0.068,mg/L,
14272,739,6/15/2009 10:20,Duration,5,days,
14273,739,6/15/2009 10:20,K,0.024,mg/L,
14274,739,6/15/2009 10:20,Mg,0.01,mg/L,
14275,739,6/15/2009 10:20,SpCond,5,us/cm,
14260,739,6/15/2009 10:20,TSP,0.5,ug P/L,
14263,739,6/15/2009 10:20,PO4,1.335184548,ug P/L,
14279,740,6/22/2009 10:30,TN,0.120764054,mg N/L,
14285,740,6/22/2009 10:30,NO3,0.077,mg N/L,
14286,740,6/22/2009 10:30,NO2,0.025,mg N/L,
14287,740,6/22/2009 10:30,NH4,0.032590753,mg N/L,
14280,740,6/22/2009 10:30,SO4,0.071,mg S/L,
14281,740,6/22/2009 10:30,SiO2,0.05,mg Si/L,
14282,740,6/22/2009 10:30,pH as H+,1.611435915,mol/L,
14283,740,6/22/2009 10:30,pH,5.01,standard units,
14284,740,6/22/2009 10:30,Precip,1.89,in,
14288,740,6/22/2009 10:30,BktVol,2190,mL,
14289,740,6/22/2009 10:30,Ca,0.025,mg/L,
14291,740,6/22/2009 10:30,SpCond,5,us/cm,
14293,740,6/22/2009 10:30,K,0.005,mg/L,
14294,740,6/22/2009 10:30,Mg,0.005,mg/L,
14295,740,6/22/2009 10:30,Na,0.025,mg/L,
14296,740,6/22/2009 10:30,Duration,7.006944444,days,
14276,740,6/22/2009 10:30,PO4,0.5,ug P/L,
14277,740,6/22/2009 10:30,TSP,1.051657732,ug P/L,
14297,741,6/26/2009 11:00,NO3,0.154,mg N/L,
14299,741,6/26/2009 11:00,TN,0.394813944,mg N/L,
14306,741,6/26/2009 11:00,NO2,0.025,mg N/L,
14317,741,6/26/2009 11:00,NH4,0.159380368,mg N/L,
14300,741,6/26/2009 11:00,SO4,0.299,mg S/L,
14301,741,6/26/2009 11:00,SiO2,0.05,mg Si/L,
14303,741,6/26/2009 11:00,pH,5.08,standard units,
14304,741,6/26/2009 11:00,Precip,0.12,in,
14307,741,6/26/2009 11:00,pH as H+,1.625311262,mol/L,
14308,741,6/26/2009 11:00,Na,0.025,mg/L,
14309,741,6/26/2009 11:00,Mg,0.019,mg/L,
14310,741,6/26/2009 11:00,K,0.005,mg/L,
14312,741,6/26/2009 11:00,SpCond,15,us/cm,
14314,741,6/26/2009 11:00,Ca,0.085,mg/L,
14315,741,6/26/2009 11:00,BktVol,190,mL,
14302,741,6/26/2009 11:00,TSP,2.342476027,ug P/L,
14305,741,6/26/2009 11:00,PO4,1.355446714,ug P/L,
14323,742,7/7/2009 11:50,TN,0.394813944,mg N/L,
14325,742,7/7/2009 11:50,NO3,0.154,mg N/L,
14327,742,7/7/2009 11:50,NO2,0.025,mg N/L,
14338,742,7/7/2009 11:50,NH4,0.159380368,mg N/L,
14322,742,7/7/2009 11:50,SO4,0.299,mg S/L,
14326,742,7/7/2009 11:50,SiO2,0.05,mg Si/L,
14319,742,7/7/2009 11:50,Precip,1.73,in,
14320,742,7/7/2009 11:50,pH,5.28,standard units,
14328,742,7/7/2009 11:50,pH as H+,1.663926098,mol/L,
14329,742,7/7/2009 11:50,Na,0.025,mg/L,
14330,742,7/7/2009 11:50,Mg,0.019,mg/L,
14331,742,7/7/2009 11:50,K,0.005,mg/L,
14332,742,7/7/2009 11:50,Duration,11.03472222,days,
14333,742,7/7/2009 11:50,SpCond,11,us/cm,
14335,742,7/7/2009 11:50,Ca,0.085,mg/L,
14336,742,7/7/2009 11:50,BktVol,1040,mL,
14318,742,7/7/2009 11:50,PO4,1.355446714,ug P/L,
14321,742,7/7/2009 11:50,TSP,2.342476027,ug P/L,
14342,743,7/13/2009 10:50,NO3,0.09,mg N/L,
14348,743,7/13/2009 10:50,TN,0.308162946,mg N/L,
14352,743,7/13/2009 10:50,TN,0.288907168,mg N/L,
14356,743,7/13/2009 10:50,NO3,0.09,mg N/L,
14358,743,7/13/2009 10:50,NO2,0.025,mg N/L,
14360,743,7/13/2009 10:50,NH4,0.160340604,mg N/L,
14361,743,7/13/2009 10:50,NO2,0.025,mg N/L,
14376,743,7/13/2009 10:50,NH4,0.160340604,mg N/L,
14350,743,7/13/2009 10:50,SO4,0.3,mg S/L,
14351,743,7/13/2009 10:50,SO4,0.3,mg S/L,
14349,743,7/13/2009 10:50,SiO2,0.05,mg Si/L,
14357,743,7/13/2009 10:50,SiO2,0.05,mg Si/L,
14339,743,7/13/2009 10:50,pH,4.8,standard units,
14340,743,7/13/2009 10:50,pH,4.79,standard units,
14341,743,7/13/2009 10:50,Precip,0,in,
14345,743,7/13/2009 10:50,pH as H+,1.566530411,mol/L,
14346,743,7/13/2009 10:50,Precip,1.17,in,
14347,743,7/13/2009 10:50,pH as H+,1.568615918,mol/L,
14364,743,7/13/2009 10:50,BktVol,2650,mL,
14365,743,7/13/2009 10:50,BktVol,0,mL,
14366,743,7/13/2009 10:50,Ca,0.064,mg/L,
14369,743,7/13/2009 10:50,SpCond,9,us/cm,
14370,743,7/13/2009 10:50,Ca,0.068,mg/L,
14371,743,7/13/2009 10:50,Duration,5.958333333,days,
14372,743,7/13/2009 10:50,SpCond,9,us/cm,
14373,743,7/13/2009 10:50,Na,0.025,mg/L,
14374,743,7/13/2009 10:50,Na,0.025,mg/L,
14375,743,7/13/2009 10:50,Mg,0.011,mg/L,
14377,743,7/13/2009 10:50,K,0.011,mg/L,
14378,743,7/13/2009 10:50,K,0.012,mg/L,
14379,743,7/13/2009 10:50,Duration,5.958333333,days,
14380,743,7/13/2009 10:50,Mg,0.012,mg/L,
14343,743,7/13/2009 10:50,PO4,0.833333333,ug P/L,
14344,743,7/13/2009 10:50,PO4,1,ug P/L,
14355,743,7/13/2009 10:50,TSP,0.5,ug P/L,
14359,743,7/13/2009 10:50,TSP,0.5,ug P/L,
14384,744,7/21/2009 10:30,TN,0.394813944,mg N/L,
14390,744,7/21/2009 10:30,NO3,0.154,mg N/L,
14392,744,7/21/2009 10:30,NH4,0.159380368,mg N/L,
14393,744,7/21/2009 10:30,NO2,0.025,mg N/L,
14385,744,7/21/2009 10:30,SO4,0.299,mg S/L,
14386,744,7/21/2009 10:30,SiO2,0.05,mg Si/L,
14387,744,7/21/2009 10:30,pH as H+,1.549687908,mol/L,
14388,744,7/21/2009 10:30,pH,4.71,standard units,
14389,744,7/21/2009 10:30,Precip,0.54,in,
14391,744,7/21/2009 10:30,SpCond,11,us/cm,
14394,744,7/21/2009 10:30,BktVol,1120,mL,
14395,744,7/21/2009 10:30,Ca,0.085,mg/L,
14398,744,7/21/2009 10:30,Duration,7.986111111,days,
14399,744,7/21/2009 10:30,K,0.005,mg/L,
14400,744,7/21/2009 10:30,Mg,0.019,mg/L,
14401,744,7/21/2009 10:30,Na,0.025,mg/L,
14381,744,7/21/2009 10:30,PO4,1.355446714,ug P/L,
14382,744,7/21/2009 10:30,TSP,2.342476027,ug P/L,
14404,745,7/22/2009 10:50,TN,0.197442225,mg N/L,
14411,745,7/22/2009 10:50,NO3,0.067,mg N/L,
14413,745,7/22/2009 10:50,NH4,0.06508589,mg N/L,
14422,745,7/22/2009 10:50,NO2,0.025,mg N/L,
14405,745,7/22/2009 10:50,SO4,0.063,mg S/L,
14406,745,7/22/2009 10:50,SiO2,0.05,mg Si/L,
14407,745,7/22/2009 10:50,pH as H+,1.593308531,mol/L,
14408,745,7/22/2009 10:50,pH,4.92,standard units,
14409,745,7/22/2009 10:50,Precip,0.29,in,
14412,745,7/22/2009 10:50,SpCond,7,us/cm,
14414,745,7/22/2009 10:50,BktVol,550,mL,
14415,745,7/22/2009 10:50,Ca,0.025,mg/L,
14418,745,7/22/2009 10:50,K,0.017,mg/L,
14419,745,7/22/2009 10:50,Mg,0.005,mg/L,
14420,745,7/22/2009 10:50,Na,0.025,mg/L,
14421,745,7/22/2009 10:50,Duration,1.013888889,days,
14402,745,7/22/2009 10:50,TSP,2.689017371,ug P/L,
14410,745,7/22/2009 10:50,PO4,2.012463375,ug P/L,
14424,746,8/3/2009 12:45,NO3,0.09,mg N/L,
14426,746,8/3/2009 12:45,TN,0.255501306,mg N/L,
14433,746,8/3/2009 12:45,NO2,0.025,mg N/L,
14443,746,8/3/2009 12:45,NH4,0.143356996,mg N/L,
14427,746,8/3/2009 12:45,SO4,0.334,mg S/L,
14428,746,8/3/2009 12:45,SiO2,0.05,mg Si/L,
14429,746,8/3/2009 12:45,pH as H+,1.556037136,mol/L,
14430,746,8/3/2009 12:45,pH,4.74,standard units,
14431,746,8/3/2009 12:45,Precip,3.39,in,
14434,746,8/3/2009 12:45,Na,0.025,mg/L,
14435,746,8/3/2009 12:45,Mg,0.005,mg/L,
14436,746,8/3/2009 12:45,K,0.005,mg/L,
14437,746,8/3/2009 12:45,Duration,12.07986111,days,
14438,746,8/3/2009 12:45,SpCond,7,us/cm,
14440,746,8/3/2009 12:45,Ca,0.025,mg/L,
14423,746,8/3/2009 12:45,TSP,0.5,ug P/L,
14432,746,8/3/2009 12:45,PO4,0.5,ug P/L,
14448,747,8/24/2009 10:30,NO3,0.176,mg N/L,
14449,747,8/24/2009 10:30,TN,0.423117131,mg N/L,
14453,747,8/24/2009 10:30,NO2,0.025,mg N/L,
14464,747,8/24/2009 10:30,NH4,0.263121103,mg N/L,
14452,747,8/24/2009 10:30,SO4,0.433,mg S/L,
14447,747,8/24/2009 10:30,SiO2,0.05,mg Si/L,
14445,747,8/24/2009 10:30,Precip,1.67,in,
14446,747,8/24/2009 10:30,pH,4.64,standard units,
14454,747,8/24/2009 10:30,pH as H+,1.534714366,mol/L,
14455,747,8/24/2009 10:30,Na,0.025,mg/L,
14456,747,8/24/2009 10:30,BktVol,2800,mL,
14457,747,8/24/2009 10:30,Ca,0.123,mg/L,
14459,747,8/24/2009 10:30,SpCond,15,us/cm,
14461,747,8/24/2009 10:30,Duration,20.90625,days,
14462,747,8/24/2009 10:30,K,0.005,mg/L,
14463,747,8/24/2009 10:30,Mg,0.018,mg/L,
14444,747,8/24/2009 10:30,PO4,1.336657829,ug P/L,
14451,747,8/24/2009 10:30,TSP,0.5,ug P/L,
14468,748,9/1/2009 11:00,TN,0.106556317,mg N/L,
14474,748,9/1/2009 11:00,NO3,0.059,mg N/L,
14475,748,9/1/2009 11:00,NO2,0.025,mg N/L,
14476,748,9/1/2009 11:00,NH4,0.052237301,mg N/L,
14469,748,9/1/2009 11:00,SO4,0.143,mg S/L,
14470,748,9/1/2009 11:00,SiO2,0.05,mg Si/L,
14471,748,9/1/2009 11:00,pH as H+,1.534714366,mol/L,
14472,748,9/1/2009 11:00,pH,4.64,standard units,
14473,748,9/1/2009 11:00,Precip,1.18,in,
14477,748,9/1/2009 11:00,BktVol,2300,mL,
14478,748,9/1/2009 11:00,Ca,0.025,mg/L,
14480,748,9/1/2009 11:00,SpCond,16,us/cm,
14482,748,9/1/2009 11:00,K,0.013,mg/L,
14483,748,9/1/2009 11:00,Mg,0.032,mg/L,
14484,748,9/1/2009 11:00,Na,0.025,mg/L,
14485,748,9/1/2009 11:00,Duration,8.020833333,days,
14465,748,9/1/2009 11:00,PO4,0.5,ug P/L,
14466,748,9/1/2009 11:00,TSP,1.501396648,ug P/L,
14486,749,9/29/2009 11:00,NO3,0.058,mg N/L,
14488,749,9/29/2009 11:00,TN,0.111617508,mg N/L,
14495,749,9/29/2009 11:00,NO2,0.025,mg N/L,
14502,749,9/29/2009 11:00,NH4,0.05259597,mg N/L,
14489,749,9/29/2009 11:00,SO4,0.092,mg S/L,
14490,749,9/29/2009 11:00,SiO2,0.05,mg Si/L,
14491,749,9/29/2009 11:00,pH as H+,1.631199404,mol/L,
14492,749,9/29/2009 11:00,pH,5.11,standard units,
14493,749,9/29/2009 11:00,Precip,2.05,in,
14497,749,9/29/2009 11:00,Na,0.063,mg/L,
14499,749,9/29/2009 11:00,BktVol,2500,mL,
14500,749,9/29/2009 11:00,Ca,0.025,mg/L,
14503,749,9/29/2009 11:00,Duration,28,days,
14504,749,9/29/2009 11:00,K,0.005,mg/L,
14505,749,9/29/2009 11:00,Mg,0.012,mg/L,
14506,749,9/29/2009 11:00,SpCond,5,us/cm,
14494,749,9/29/2009 11:00,PO4,3.308715374,ug P/L,
14496,749,9/29/2009 11:00,TSP,0.5,ug P/L,
14507,750,10/6/2009 10:30,NO3,0.399,mg N/L,
14509,750,10/6/2009 10:30,TN,0.872259781,mg N/L,
14516,750,10/6/2009 10:30,NO2,0.025,mg N/L,
14523,750,10/6/2009 10:30,NH4,0.369275252,mg N/L,
14510,750,10/6/2009 10:30,SO4,0.536,mg S/L,
14511,750,10/6/2009 10:30,SiO2,0.05,mg Si/L,
14512,750,10/6/2009 10:30,pH as H+,1.490654376,mol/L,
14513,750,10/6/2009 10:30,pH,4.44,standard units,
14514,750,10/6/2009 10:30,Precip,0.82,in,
14518,750,10/6/2009 10:30,Na,0.155,mg/L,
14520,750,10/6/2009 10:30,BktVol,1300,mL,
14521,750,10/6/2009 10:30,Ca,0.077,mg/L,
14524,750,10/6/2009 10:30,Duration,6.979166667,days,
14525,750,10/6/2009 10:30,K,0.024,mg/L,
14526,750,10/6/2009 10:30,Mg,0.037,mg/L,
14527,750,10/6/2009 10:30,SpCond,21,us/cm,
14515,750,10/6/2009 10:30,PO4,1.086048719,ug P/L,
14517,750,10/6/2009 10:30,TSP,1.797229704,ug P/L,
14528,751,10/8/2009 10:30,NO3,0.181,mg N/L,
14530,751,10/8/2009 10:30,TN,0.604464213,mg N/L,
14538,751,10/8/2009 10:30,NO2,0.025,mg N/L,
14548,751,10/8/2009 10:30,NH4,0.163931387,mg N/L,
14531,751,10/8/2009 10:30,SO4,0.225,mg S/L,
14532,751,10/8/2009 10:30,SiO2,0.05,mg Si/L,
14533,751,10/8/2009 10:30,pH as H+,1.576914721,mol/L,
14534,751,10/8/2009 10:30,pH,4.84,standard units,
14535,751,10/8/2009 10:30,Precip,0.7,in,
14539,751,10/8/2009 10:30,Na,0.348,mg/L,
14540,751,10/8/2009 10:30,Mg,0.039,mg/L,
14541,751,10/8/2009 10:30,K,0.138,mg/L,
14542,751,10/8/2009 10:30,Duration,2,days,
14543,751,10/8/2009 10:30,SpCond,10,us/cm,
14545,751,10/8/2009 10:30,Ca,0.123,mg/L,
14546,751,10/8/2009 10:30,BktVol,1420,mL,
14536,751,10/8/2009 10:30,PO4,3.456263476,ug P/L,
14537,751,10/8/2009 10:30,TSP,3.34466298,ug P/L,
14555,752,10/23/2009 10:40,TN,0.839355577,mg N/L,
14558,752,10/23/2009 10:40,NO3,0.459,mg N/L,
14560,752,10/23/2009 10:40,NH4,0.275813266,mg N/L,
14565,752,10/23/2009 10:40,NO2,0.025,mg N/L,
14554,752,10/23/2009 10:40,SO4,0.578,mg S/L,
14557,752,10/23/2009 10:40,SiO2,0.05,mg Si/L,
14549,752,10/23/2009 10:40,Precip,0.4,in,
14550,752,10/23/2009 10:40,pH,4.38,standard units,
14551,752,10/23/2009 10:40,pH as H+,1.477048724,mol/L,
14559,752,10/23/2009 10:40,SpCond,23,us/cm,
14562,752,10/23/2009 10:40,BktVol,620,mL,
14563,752,10/23/2009 10:40,Ca,0.073,mg/L,
14566,752,10/23/2009 10:40,K,0.027,mg/L,
14567,752,10/23/2009 10:40,Mg,0.014,mg/L,
14568,752,10/23/2009 10:40,Na,0.025,mg/L,
14569,752,10/23/2009 10:40,Duration,15.00694444,days,
14552,752,10/23/2009 10:40,TSP,1.370826377,ug P/L,
14553,752,10/23/2009 10:40,PO4,0.96306505,ug P/L,
14571,753,10/26/2009 10:50,NO3,0.041,mg N/L,
14579,753,10/26/2009 10:50,TN,0.025,mg N/L,
14582,753,10/26/2009 10:50,TN,0.025,mg N/L,
14583,753,10/26/2009 10:50,NO3,0.041,mg N/L,
14589,753,10/26/2009 10:50,NO2,0.025,mg N/L,
14591,753,10/26/2009 10:50,NH4,0.02639962,mg N/L,
14592,753,10/26/2009 10:50,NO2,0.025,mg N/L,
14611,753,10/26/2009 10:50,NH4,0.028096311,mg N/L,
14580,753,10/26/2009 10:50,SO4,0.053,mg S/L,
14581,753,10/26/2009 10:50,SO4,0.053,mg S/L,
14578,753,10/26/2009 10:50,SiO2,0.05,mg Si/L,
14588,753,10/26/2009 10:50,SiO2,0.05,mg Si/L,
14570,753,10/26/2009 10:50,pH as H+,1.638996715,mol/L,
14574,753,10/26/2009 10:50,Precip,3.18,in,
14575,753,10/26/2009 10:50,Precip,0,in,
14576,753,10/26/2009 10:50,pH,5.15,standard units,
14577,753,10/26/2009 10:50,pH,5.24,standard units,
14590,753,10/26/2009 10:50,pH as H+,1.656321498,mol/L,
14595,753,10/26/2009 10:50,BktVol,4700,mL,
14596,753,10/26/2009 10:50,BktVol,0,mL,
14597,753,10/26/2009 10:50,Ca,0.025,mg/L,
14600,753,10/26/2009 10:50,SpCond,4,us/cm,
14601,753,10/26/2009 10:50,SpCond,4,us/cm,
14602,753,10/26/2009 10:50,Ca,0.025,mg/L,
14603,753,10/26/2009 10:50,Duration,3.006944444,days,
14604,753,10/26/2009 10:50,Duration,3.006944444,days,
14605,753,10/26/2009 10:50,K,0.005,mg/L,
14606,753,10/26/2009 10:50,K,0.005,mg/L,
14607,753,10/26/2009 10:50,Mg,0.005,mg/L,
14608,753,10/26/2009 10:50,Mg,0.005,mg/L,
14609,753,10/26/2009 10:50,Na,0.025,mg/L,
14610,753,10/26/2009 10:50,Na,0.025,mg/L,
14572,753,10/26/2009 10:50,PO4,0.5,ug P/L,
14573,753,10/26/2009 10:50,PO4,0.96306505,ug P/L,
14586,753,10/26/2009 10:50,TSP,2.088585142,ug P/L,
14587,753,10/26/2009 10:50,TSP,1.909145451,ug P/L,
14617,754,11/2/2009 15:50,TN,0.145649963,mg N/L,
14621,754,11/2/2009 15:50,NO3,0.071,mg N/L,
14623,754,11/2/2009 15:50,NH4,0.062931338,mg N/L,
14632,754,11/2/2009 15:50,NO2,0.025,mg N/L,
14616,754,11/2/2009 15:50,SO4,0.114,mg S/L,
14620,754,11/2/2009 15:50,SiO2,0.05,mg Si/L,
14612,754,11/2/2009 15:50,Precip,0.99,in,
14613,754,11/2/2009 15:50,pH,5.14,standard units,
14614,754,11/2/2009 15:50,pH as H+,1.637053079,mol/L,
14622,754,11/2/2009 15:50,SpCond,5,us/cm,
14624,754,11/2/2009 15:50,Na,0.025,mg/L,
14625,754,11/2/2009 15:50,Mg,0.005,mg/L,
14626,754,11/2/2009 15:50,K,0.029,mg/L,
14627,754,11/2/2009 15:50,Duration,7.375,days,
14629,754,11/2/2009 15:50,Ca,0.025,mg/L,
14630,754,11/2/2009 15:50,BktVol,1540,mL,
14618,754,11/2/2009 15:50,TSP,0.5,ug P/L,
14619,754,11/2/2009 15:50,PO4,0.5,ug P/L,
14637,755,11/17/2009 12:00,NO3,0.027,mg N/L,
14639,755,11/17/2009 12:00,TN,0.016182657,mg N/L,
14642,755,11/17/2009 12:00,NO2,0.025,mg N/L,
14649,755,11/17/2009 12:00,NH4,0.011748669,mg N/L,
14638,755,11/17/2009 12:00,SO4,0.025,mg S/L,
14641,755,11/17/2009 12:00,SiO2,0.05,mg Si/L,
14634,755,11/17/2009 12:00,Precip,1.32,in,
14635,755,11/17/2009 12:00,pH,5.37,standard units,
14636,755,11/17/2009 12:00,pH as H+,1.680827909,mol/L,
14644,755,11/17/2009 12:00,Na,0.025,mg/L,
14646,755,11/17/2009 12:00,BktVol,2020,mL,
14647,755,11/17/2009 12:00,Ca,0.025,mg/L,
14650,755,11/17/2009 12:00,Duration,14.63194444,days,
14651,755,11/17/2009 12:00,K,0.014,mg/L,
14652,755,11/17/2009 12:00,Mg,0.005,mg/L,
14653,755,11/17/2009 12:00,SpCond,4,us/cm,
14633,755,11/17/2009 12:00,PO4,0.5,ug P/L,
14643,755,11/17/2009 12:00,TSP,0.5,ug P/L,
14657,756,11/23/2009 11:30,TN,0.083490489,mg N/L,
14663,756,11/23/2009 11:30,NO3,0.058,mg N/L,
14664,756,11/23/2009 11:30,NO2,0.025,mg N/L,
14665,756,11/23/2009 11:30,NH4,0.025776476,mg N/L,
14658,756,11/23/2009 11:30,SO4,0.1,mg S/L,
14659,756,11/23/2009 11:30,SiO2,0.05,mg Si/L,
14660,756,11/23/2009 11:30,pH as H+,1.633154439,mol/L,
14661,756,11/23/2009 11:30,pH,5.12,standard units,
14662,756,11/23/2009 11:30,Precip,1.14,in,
14666,756,11/23/2009 11:30,BktVol,1700,mL,
14667,756,11/23/2009 11:30,Ca,0.025,mg/L,
14669,756,11/23/2009 11:30,SpCond,6,us/cm,
14671,756,11/23/2009 11:30,K,0.018,mg/L,
14672,756,11/23/2009 11:30,Mg,0.031,mg/L,
14673,756,11/23/2009 11:30,Na,0.256,mg/L,
14674,756,11/23/2009 11:30,Duration,5.979166667,days,
14654,756,11/23/2009 11:30,PO4,0.5,ug P/L,
14655,756,11/23/2009 11:30,TSP,0.5,ug P/L,
14675,757,12/1/2009 11:15,NO3,0.129,mg N/L,
14677,757,12/1/2009 11:15,TN,0.409674597,mg N/L,
